Time(s), 3005.sourcebus.1, 3005.sourcebus.2, 3005.sourcebus.3, 3005.650.1, 3005.650.2, 3005.650.3, 3005.rg60.1, 3005.rg60.2, 3005.rg60.3, 3005.633.1, 3005.633.2, 3005.633.3, 3005.634.1, 3005.634.2, 3005.634.3, 3005.671.1, 3005.671.2, 3005.671.3, 3005.645.2, 3005.645.3, 3005.646.2, 3005.646.3, 3005.692.3, 3005.692.1, 3005.692.2, 3005.675.1, 3005.675.2, 3005.675.3, 3005.611.3, 3005.652.1, 3005.670.1, 3005.670.2, 3005.670.3, 3005.632.1, 3005.632.2, 3005.632.3, 3005.680.1, 3005.680.2, 3005.680.3, 3005.684.1, 3005.684.3, 3008.sourcebus.1, 3008.sourcebus.2, 3008.sourcebus.3, 3008.650.1, 3008.650.2, 3008.650.3, 3008.rg60.1, 3008.rg60.2, 3008.rg60.3, 3008.633.1, 3008.633.2, 3008.633.3, 3008.634.1, 3008.634.2, 3008.634.3, 3008.671.1, 3008.671.2, 3008.671.3, 3008.645.2, 3008.645.3, 3008.646.2, 3008.646.3, 3008.692.3, 3008.692.1, 3008.692.2, 3008.675.1, 3008.675.2, 3008.675.3, 3008.611.3, 3008.652.1, 3008.670.1, 3008.670.2, 3008.670.3, 3008.632.1, 3008.632.2, 3008.632.3, 3008.680.1, 3008.680.2, 3008.680.3, 3008.684.1, 3008.684.3
0.0208, 1.033, 1.0332, 1.0328, 1.0328, 1.0331, 1.033, 1.0585, 1.0589, 1.0587, 1.0537, 1.0582, 1.0525, 1.0298, 1.0396, 1.0338, 1.051, 1.061, 1.0488, 1.0572, 1.0526, 1.0569, 1.0522, 1.0488, 1.051, 1.061, 1.0501, 1.0613, 1.0485, 1.0482, 1.0498, 1.0532, 1.0592, 1.0513, 1.0542, 1.0585, 1.0529, 1.051, 1.061, 1.0488, 1.0507, 1.0485, 0.9946, 0.9948, 0.9944, 0.9943, 0.9947, 0.9945, 1.0564, 1.0568, 1.0566, 1.0513, 1.0561, 1.05, 1.0265, 1.0367, 1.0305, 1.0484, 1.0588, 1.046, 1.055, 1.0501, 1.0547, 1.0497, 1.046, 1.0484, 1.0588, 1.0475, 1.0592, 1.0457, 1.0453, 1.0471, 1.0507, 1.0571, 1.0487, 1.0518, 1.0564, 1.0504, 1.0484, 1.0588, 1.046, 1.048, 1.0457
0.025, 1.033, 1.0332, 1.0328, 1.0328, 1.0332, 1.033, 1.0585, 1.0589, 1.0587, 1.0537, 1.0583, 1.0525, 1.0299, 1.0396, 1.0338, 1.051, 1.061, 1.0488, 1.0572, 1.0526, 1.0569, 1.0523, 1.0488, 1.051, 1.061, 1.0502, 1.0613, 1.0486, 1.0482, 1.0498, 1.0532, 1.0592, 1.0514, 1.0542, 1.0586, 1.0529, 1.051, 1.061, 1.0488, 1.0507, 1.0485, 0.9946, 0.9948, 0.9944, 0.9943, 0.9948, 0.9945, 1.0564, 1.0569, 1.0566, 1.0513, 1.0561, 1.05, 1.0265, 1.0367, 1.0306, 1.0484, 1.0589, 1.046, 1.055, 1.0501, 1.0547, 1.0498, 1.046, 1.0484, 1.0589, 1.0475, 1.0592, 1.0458, 1.0454, 1.0472, 1.0507, 1.0571, 1.0488, 1.0518, 1.0564, 1.0504, 1.0484, 1.0589, 1.046, 1.0481, 1.0457
0.025, 1.033, 1.0332, 1.0328, 1.0328, 1.0332, 1.033, 1.0585, 1.0589, 1.0587, 1.0538, 1.0583, 1.0526, 1.0299, 1.0397, 1.0338, 1.0511, 1.0611, 1.0489, 1.0572, 1.0526, 1.0569, 1.0523, 1.0489, 1.0511, 1.0611, 1.0502, 1.0614, 1.0486, 1.0483, 1.0499, 1.0532, 1.0593, 1.0514, 1.0542, 1.0586, 1.0529, 1.0511, 1.0611, 1.0489, 1.0508, 1.0486, 0.9946, 0.9948, 0.9944, 0.9943, 0.9948, 0.9946, 1.0564, 1.0569, 1.0566, 1.0514, 1.0561, 1.0501, 1.0265, 1.0368, 1.0306, 1.0485, 1.0589, 1.0461, 1.055, 1.0501, 1.0547, 1.0498, 1.0461, 1.0485, 1.0589, 1.0476, 1.0593, 1.0458, 1.0454, 1.0472, 1.0508, 1.0571, 1.0488, 1.0518, 1.0564, 1.0505, 1.0485, 1.0589, 1.0461, 1.0481, 1.0458
0.0292, 1.033, 1.0332, 1.0328, 1.0328, 1.0332, 1.033, 1.0585, 1.0589, 1.0587, 1.0538, 1.0583, 1.0526, 1.0299, 1.0397, 1.0339, 1.0511, 1.0611, 1.0489, 1.0572, 1.0527, 1.057, 1.0523, 1.0489, 1.0511, 1.0611, 1.0503, 1.0614, 1.0487, 1.0483, 1.0499, 1.0533, 1.0593, 1.0514, 1.0542, 1.0586, 1.053, 1.0511, 1.0611, 1.0489, 1.0508, 1.0486, 0.9946, 0.9948, 0.9944, 0.9944, 0.9948, 0.9946, 1.0564, 1.0569, 1.0566, 1.0514, 1.0562, 1.0501, 1.0265, 1.0368, 1.0306, 1.0485, 1.059, 1.0461, 1.055, 1.0502, 1.0547, 1.0498, 1.0461, 1.0485, 1.059, 1.0476, 1.0593, 1.0458, 1.0455, 1.0473, 1.0508, 1.0572, 1.0488, 1.0518, 1.0564, 1.0505, 1.0485, 1.059, 1.0461, 1.0482, 1.0458
0.0292, 1.033, 1.0332, 1.0328, 1.0328, 1.0332, 1.033, 1.0585, 1.0589, 1.0587, 1.0538, 1.0583, 1.0526, 1.0299, 1.0397, 1.0339, 1.0512, 1.0611, 1.049, 1.0573, 1.0527, 1.057, 1.0524, 1.049, 1.0512, 1.0611, 1.0503, 1.0615, 1.0487, 1.0484, 1.05, 1.0533, 1.0593, 1.0515, 1.0543, 1.0586, 1.053, 1.0512, 1.0611, 1.049, 1.0509, 1.0487, 0.9946, 0.9948, 0.9944, 0.9944, 0.9948, 0.9946, 1.0564, 1.0569, 1.0566, 1.0514, 1.0562, 1.0501, 1.0266, 1.0368, 1.0306, 1.0486, 1.059, 1.0462, 1.055, 1.0502, 1.0548, 1.0499, 1.0462, 1.0486, 1.059, 1.0477, 1.0593, 1.0459, 1.0455, 1.0473, 1.0508, 1.0572, 1.0489, 1.0519, 1.0565, 1.0505, 1.0486, 1.059, 1.0462, 1.0482, 1.0459
0.0333, 1.033, 1.0332, 1.0328, 1.0328, 1.0332, 1.033, 1.0585, 1.0589, 1.0587, 1.0539, 1.0584, 1.0527, 1.03, 1.0397, 1.0339, 1.0512, 1.0612, 1.049, 1.0573, 1.0527, 1.057, 1.0524, 1.049, 1.0512, 1.0612, 1.0504, 1.0615, 1.0488, 1.0484, 1.05, 1.0533, 1.0594, 1.0515, 1.0543, 1.0586, 1.053, 1.0512, 1.0612, 1.049, 1.0509, 1.0487, 0.9946, 0.9948, 0.9944, 0.9944, 0.9948, 0.9946, 1.0564, 1.0569, 1.0566, 1.0514, 1.0562, 1.0501, 1.0266, 1.0368, 1.0307, 1.0486, 1.059, 1.0462, 1.0551, 1.0502, 1.0548, 1.0499, 1.0462, 1.0486, 1.059, 1.0477, 1.0594, 1.046, 1.0456, 1.0474, 1.0509, 1.0572, 1.0489, 1.0519, 1.0565, 1.0505, 1.0486, 1.059, 1.0462, 1.0483, 1.0459
0.0333, 1.033, 1.0332, 1.0328, 1.0328, 1.0332, 1.033, 1.0585, 1.059, 1.0587, 1.0539, 1.0584, 1.0527, 1.03, 1.0398, 1.034, 1.0513, 1.0612, 1.0491, 1.0573, 1.0527, 1.057, 1.0524, 1.0491, 1.0513, 1.0612, 1.0504, 1.0615, 1.0488, 1.0485, 1.0501, 1.0534, 1.0594, 1.0516, 1.0543, 1.0587, 1.0531, 1.0513, 1.0612, 1.0491, 1.051, 1.0488, 0.9946, 0.9948, 0.9944, 0.9944, 0.9948, 0.9946, 1.0564, 1.0569, 1.0566, 1.0515, 1.0562, 1.0502, 1.0266, 1.0369, 1.0307, 1.0487, 1.0591, 1.0463, 1.0551, 1.0502, 1.0548, 1.0499, 1.0463, 1.0487, 1.0591, 1.0478, 1.0594, 1.046, 1.0456, 1.0474, 1.0509, 1.0572, 1.049, 1.0519, 1.0565, 1.0506, 1.0487, 1.0591, 1.0463, 1.0483, 1.046
0.0375, 1.033, 1.0332, 1.0328, 1.0328, 1.0332, 1.033, 1.0585, 1.059, 1.0587, 1.0539, 1.0584, 1.0527, 1.03, 1.0398, 1.034, 1.0514, 1.0613, 1.0491, 1.0573, 1.0528, 1.0571, 1.0525, 1.0491, 1.0514, 1.0613, 1.0505, 1.0616, 1.0489, 1.0485, 1.0501, 1.0534, 1.0594, 1.0516, 1.0544, 1.0587, 1.0531, 1.0514, 1.0613, 1.0491, 1.051, 1.0488, 0.9946, 0.9948, 0.9944, 0.9944, 0.9948, 0.9946, 1.0564, 1.0569, 1.0566, 1.0515, 1.0562, 1.0502, 1.0267, 1.0369, 1.0307, 1.0487, 1.0591, 1.0463, 1.0551, 1.0503, 1.0548, 1.0499, 1.0463, 1.0487, 1.0591, 1.0478, 1.0594, 1.0461, 1.0457, 1.0475, 1.0509, 1.0573, 1.049, 1.052, 1.0565, 1.0506, 1.0487, 1.0591, 1.0463, 1.0484, 1.046
0.0375, 1.033, 1.0332, 1.0328, 1.0328, 1.0332, 1.033, 1.0585, 1.059, 1.0587, 1.054, 1.0584, 1.0527, 1.0301, 1.0398, 1.034, 1.0514, 1.0613, 1.0492, 1.0573, 1.0528, 1.0571, 1.0525, 1.0492, 1.0514, 1.0613, 1.0505, 1.0616, 1.0489, 1.0486, 1.0502, 1.0535, 1.0595, 1.0516, 1.0544, 1.0587, 1.0531, 1.0514, 1.0613, 1.0492, 1.0511, 1.0489, 0.9946, 0.9948, 0.9944, 0.9944, 0.9948, 0.9946, 1.0564, 1.0569, 1.0566, 1.0515, 1.0563, 1.0502, 1.0267, 1.0369, 1.0308, 1.0488, 1.0592, 1.0464, 1.0551, 1.0503, 1.0549, 1.05, 1.0464, 1.0488, 1.0592, 1.0479, 1.0595, 1.0461, 1.0458, 1.0475, 1.051, 1.0573, 1.049, 1.052, 1.0566, 1.0506, 1.0488, 1.0592, 1.0464, 1.0485, 1.0461
0.0417, 1.033, 1.0332, 1.0329, 1.0328, 1.0332, 1.033, 1.0586, 1.059, 1.0587, 1.054, 1.0585, 1.0528, 1.0301, 1.0398, 1.0341, 1.0515, 1.0613, 1.0493, 1.0574, 1.0528, 1.0571, 1.0525, 1.0493, 1.0515, 1.0613, 1.0506, 1.0617, 1.049, 1.0487, 1.0503, 1.0535, 1.0595, 1.0517, 1.0544, 1.0587, 1.0532, 1.0515, 1.0613, 1.0493, 1.0511, 1.049, 0.9946, 0.9948, 0.9944, 0.9944, 0.9948, 0.9946, 1.0564, 1.0569, 1.0566, 1.0516, 1.0563, 1.0503, 1.0267, 1.0369, 1.0308, 1.0488, 1.0592, 1.0464, 1.0552, 1.0503, 1.0549, 1.05, 1.0464, 1.0488, 1.0592, 1.0479, 1.0595, 1.0462, 1.0458, 1.0476, 1.051, 1.0573, 1.0491, 1.052, 1.0566, 1.0507, 1.0488, 1.0592, 1.0464, 1.0485, 1.0461
0.0417, 1.033, 1.0332, 1.0329, 1.0328, 1.0332, 1.033, 1.0586, 1.059, 1.0588, 1.054, 1.0585, 1.0528, 1.0301, 1.0399, 1.0341, 1.0515, 1.0614, 1.0493, 1.0574, 1.0529, 1.0571, 1.0526, 1.0493, 1.0515, 1.0614, 1.0506, 1.0617, 1.0491, 1.0487, 1.0503, 1.0535, 1.0595, 1.0517, 1.0545, 1.0588, 1.0532, 1.0515, 1.0614, 1.0493, 1.0512, 1.049, 0.9946, 0.9948, 0.9944, 0.9944, 0.9948, 0.9946, 1.0564, 1.0569, 1.0567, 1.0516, 1.0563, 1.0503, 1.0268, 1.037, 1.0308, 1.0489, 1.0592, 1.0465, 1.0552, 1.0504, 1.0549, 1.05, 1.0465, 1.0489, 1.0592, 1.048, 1.0596, 1.0462, 1.0459, 1.0476, 1.0511, 1.0574, 1.0491, 1.0521, 1.0566, 1.0507, 1.0489, 1.0592, 1.0465, 1.0486, 1.0462
0.0458, 1.033, 1.0332, 1.0329, 1.0328, 1.0332, 1.033, 1.0586, 1.059, 1.0588, 1.0541, 1.0585, 1.0528, 1.0302, 1.0399, 1.0341, 1.0516, 1.0614, 1.0494, 1.0574, 1.0529, 1.0572, 1.0526, 1.0494, 1.0516, 1.0614, 1.0507, 1.0618, 1.0491, 1.0488, 1.0504, 1.0536, 1.0596, 1.0518, 1.0545, 1.0588, 1.0532, 1.0516, 1.0614, 1.0494, 1.0513, 1.0491, 0.9946, 0.9948, 0.9944, 0.9944, 0.9948, 0.9946, 1.0564, 1.0569, 1.0567, 1.0516, 1.0563, 1.0503, 1.0268, 1.037, 1.0309, 1.0489, 1.0593, 1.0465, 1.0552, 1.0504, 1.0549, 1.0501, 1.0465, 1.0489, 1.0593, 1.048, 1.0596, 1.0463, 1.0459, 1.0477, 1.0511, 1.0574, 1.0492, 1.0521, 1.0566, 1.0507, 1.0489, 1.0593, 1.0465, 1.0486, 1.0462
0.0458, 1.033, 1.0332, 1.0329, 1.0328, 1.0332, 1.033, 1.0586, 1.059, 1.0588, 1.0541, 1.0585, 1.0529, 1.0302, 1.0399, 1.0342, 1.0516, 1.0615, 1.0494, 1.0575, 1.0529, 1.0572, 1.0526, 1.0494, 1.0516, 1.0615, 1.0508, 1.0618, 1.0492, 1.0488, 1.0504, 1.0536, 1.0596, 1.0518, 1.0545, 1.0588, 1.0533, 1.0516, 1.0615, 1.0494, 1.0513, 1.0491, 0.9946, 0.9948, 0.9944, 0.9944, 0.9948, 0.9946, 1.0565, 1.0569, 1.0567, 1.0517, 1.0564, 1.0504, 1.0268, 1.037, 1.0309, 1.049, 1.0593, 1.0466, 1.0552, 1.0504, 1.055, 1.0501, 1.0466, 1.049, 1.0593, 1.0481, 1.0597, 1.0463, 1.046, 1.0478, 1.0511, 1.0574, 1.0492, 1.0521, 1.0567, 1.0508, 1.049, 1.0593, 1.0466, 1.0487, 1.0463
0.05, 1.0286, 1.0287, 1.0284, 1.0283, 1.0287, 1.0285, 1.0604, 1.0608, 1.0606, 1.0559, 1.0604, 1.0547, 1.0321, 1.0418, 1.0361, 1.0535, 1.0633, 1.0513, 1.0593, 1.0548, 1.059, 1.0545, 1.0513, 1.0535, 1.0633, 1.0527, 1.0637, 1.0511, 1.0508, 1.0523, 1.0555, 1.0614, 1.0537, 1.0564, 1.0607, 1.0551, 1.0535, 1.0633, 1.0513, 1.0532, 1.051, 0.9904, 0.9906, 0.9902, 0.9902, 0.9906, 0.9904, 1.0582, 1.0525, 1.0584, 1.0534, 1.0519, 1.0522, 1.0286, 1.0325, 1.0327, 1.0508, 1.0549, 1.0484, 1.0508, 1.0522, 1.0505, 1.0519, 1.0484, 1.0508, 1.0549, 1.0499, 1.0552, 1.0482, 1.0478, 1.0496, 1.0529, 1.053, 1.051, 1.0539, 1.0522, 1.0525, 1.0508, 1.0549, 1.0484, 1.0505, 1.0481
0.05, 1.0281, 1.0283, 1.0279, 1.0279, 1.0283, 1.0281, 1.0599, 1.0604, 1.0601, 1.0555, 1.0599, 1.0543, 1.0317, 1.0413, 1.0356, 1.0531, 1.0629, 1.0509, 1.0588, 1.0544, 1.0586, 1.054, 1.0509, 1.0531, 1.0629, 1.0522, 1.0633, 1.0507, 1.0503, 1.0519, 1.0551, 1.061, 1.0533, 1.0559, 1.0602, 1.0547, 1.0531, 1.0629, 1.0509, 1.0528, 1.0506, 0.99, 0.9902, 0.9898, 0.9897, 0.9902, 0.99, 1.0577, 1.0582, 1.0579, 1.053, 1.0576, 1.0517, 1.0281, 1.0383, 1.0322, 1.0503, 1.0606, 1.048, 1.0565, 1.0517, 1.0562, 1.0514, 1.048, 1.0503, 1.0606, 1.0494, 1.061, 1.0477, 1.0473, 1.0491, 1.0525, 1.0587, 1.0505, 1.0534, 1.0579, 1.0521, 1.0503, 1.0606, 1.048, 1.05, 1.0477
